Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,IMDb Link,Summary,IMDb Votes,Image,Poster,TMDb Trailer,Trailer Site
Daybreak,"Action, Adventure, Comedy, Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller","TV Comedies,US TV Shows,TV Horror,TV Action & Adventure,Teen TV Shows,TV Shows Based on Comics",English,Series,3.4,"Hungary,India,Lithuania,Mexico,Brazil,Greece,Slovakia,Iceland,United Kingdom,Spain,Czech Republic,Canada,Argentina,Thailand,United States,Turkey,Romania,Italy,Australia,France,South Africa,Belgium,Japan,South Korea,Netherlands,Singapore,Poland,Hong Kong,Russia,Sweden,Israel,Germany,Portugal,Switzerland,Malaysia,Colombia",< 30 minutes,,"Aron Eli Coleite, Brad Peyton","Colin Ford, Sophie Simnett, Alyvia Alyn Lind, Austin Crute",TV-MA,6.7,,,,3.0,,24 Oct 2019,2019-10-24,,https://www.netflix.com/watch/80197462,https://www.imdb.com/title/tt8755226,"Living his best life in post-apocalyptic LA, a slacker strives to find the girl of his dreams while outwitting mindless ghouls and cliquish gangs.",15281.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXB-aGXnwhrfin2gegfS3Ip-qN0YFysVeyspQ10cS295XQwmH3waoY5ZSXxXb307YTf8ULQkZeshgagNBQDpo5R5UKdjL6EYE8cJnI4NKj11wsl8KPzpTsbK_VA.jpg?r=5d2,https://m.media-amazon.com/images/M/MV5BYjhhMDkwOTYtYmJkZS00YzJkLWJjZmMtMTFjZDU4OTNhY2Y3XkEyXkFqcGdeQXVyNTIyMjcyMjA@._V1_SX300.jpg,,
Hellboy,"Action, Adventure, Fantasy, Horror, Sci-Fi","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Fantasy Movies,Action & Adventure,Monster Films,Comic Book and Superhero Films","English, Spanish, Russian, German",Movie,1.7,"United Kingdom,Romania,Hungary,Czech Republic,Slovakia",> 2 hrs,Neil Marshall,"Mike Mignola, Andrew Cosby","Mark Stanley, Maria Tepavicharova, Nadya Keranova, Brian Gleeson",R,5.2,18.0,31.0,1.0,8.0,"$21,903,748",12 Apr 2019,2019-10-24,"Dark Horse Entertainment, Millennium Films, Campbell Grobman Films, Summit Entertainment, Lawrence Gordon Productions",https://www.netflix.com/watch/81010972,https://www.imdb.com/title/tt2274648,A half-demon paranormal investigator questions his defending of humans as a dismembered sorceress rejoins the living to fulfill an inhumane prophecy.,78429.0,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTEFCDK0KdW6wq6qfN6YGNaC0v_S4XKcksvhJn0Gv2p-PNPRvJpas3fF8AMN3grN6u0t1tkQXC29_bUExHRuqf9TjQ.jpg?r=2ee,https://m.media-amazon.com/images/M/MV5BODdkMDQzMzItZDc4YS00OGM4LTkxNTQtNjUzNzU0ZmJkMWY2XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_SX300.jpg,https://www.youtube.com/watch?v=dt5g5_1cKVk,YouTube
The Mule,"Crime, Drama, Thriller","Dramas,Crime Dramas,Thrillers,Crime Movies,Crime Thrillers,US Movies","English, Spanish",Movie,3.3,"Portugal,Canada,Switzerland,Belgium,Hungary,Czech Republic,Germany,Poland,India,Slovakia,Netherlands,Turkey,Romania,Thailand,Singapore,Malaysia,Hong Kong",1-2 hour,Clint Eastwood,"Nick Schenk, Sam Dolnick","Cesar De León, Patrick L. Reyes, Clint Eastwood, Gustavo Muñoz",R,7.0,70.0,58.0,1.0,10.0,"$103,804,407",14 Dec 2018,2019-10-24,Malpaso Productions,https://www.netflix.com/watch/81035551,https://www.imdb.com/title/tt7959026,"Deep in past regrets and financial woes, a retired man in his 80s accepts a job as a drug courier for a Mexican cartel.",113799.0,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeW-nn8i7ZNr1v482oEJzcjrsbSwD8UyPmIQEhC4-koWJ-IBjptMBIJFEJyJHXZnwqDfXlaAarmZpa_MXbPUNMS-Dg.jpg?r=b63,https://m.media-amazon.com/images/M/MV5BMTc1OTc5NzA4OF5BMl5BanBnXkFtZTgwOTAzMzE2NjM@._V1_SX300.jpg,https://www.youtube.com/watch?v=N_QksSzK7sI,YouTube
Revenge of the Pontianak,"Horror, Romance","Horror Movies,Chilling Horror Movies",Malay,Movie,7.5,"Romania,Italy,Australia,Thailand,France,Japan,South Africa,South Korea,Singapore,Russia,Netherlands,Poland,Hong Kong,Sweden,Belgium,India,Hungary,Germany,Lithuania,Slovakia,Greece,Brazil,Iceland,Czech Republic,Mexico,Spain,United Kingdom,Argentina,Canada,United States,Turkey,Israel,Portugal,Switzerland,Malaysia,Colombia",1-2 hour,"Glen Goei, Gavin Yap","Glen Goei, Gavin Yap","Hisyam Hamid, Shenty Felizaina, Remy Ishak, Nur Fazura",,5.2,,,,,,29 Aug 2019,2019-10-23,Tiger Tiger Pictures,https://www.netflix.com/watch/81075461,https://www.imdb.com/title/tt9113332,A wedding in a Malaysian village leaves out one guest: a scorned vampire ghost bent on settling a secret score with the groom and anyone in her way.,218.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVnU1wc-KZHBzviXlkeooY3xd7Yfuojnkgu_Fqt496nZ0VbYke6nB8_K7D6xUj1gzy4TobA0cIde-kIQXHtIvCQnlg.jpg?r=84c,https://m.media-amazon.com/images/M/MV5BYWM4ZjE1MzMtMjM4ZC00Y2Q4LWI2NWEtNDdmMWUyNDU5MDI4XkEyXkFqcGdeQXVyMzY3MDU4NDk@._V1_SX300.jpg,https://www.youtube.com/watch?v=CAUIUw91Tfc,YouTube
Dancing with the Birds,Documentary,"Documentaries,Science & Nature Docs,Nature & Ecology Documentaries,Dance,Documentaries",English,Movie,8.4,"Spain,Greece,United Kingdom,Portugal,Iceland,Canada,Thailand,South Africa,United States,Mexico,Argentina,Turkey,Israel,Italy,Romania,Australia,Singapore,South Korea,Japan,Russia,France,Hong Kong,Poland,India,Netherlands,Hungary,Sweden,Belgium,Slovakia,Germany,Lithuania,Czech Republic,Brazil,Switzerland,Malaysia,Colombia",30-60 mins,,,Stephen Fry,,8.3,,,,1.0,,23 Oct 2019,2019-10-23,,https://www.netflix.com/watch/80186796,https://www.imdb.com/title/tt11101698,"From ruffling their majestic feathers to nailing im-peck-able courtship routines, birds in paradise flaunt their best moves in hopes of landing a mate.",1515.0,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbfqo7mBju7ZQXKtGagr_sgrd13DUqzf8-p6OZeoQbop0fToj4K9JImmM2DvNh2HmPt6_NW6Xnb4NLYUxuWH9ttAEGOPbX7mc0cPLpkX_Nrp18qZVyrr7ZpHVvc.jpg?r=f7e,https://m.media-amazon.com/images/M/MV5BMDAyYjcyMGMtMDRjMS00YzU5LTk4MjctYzUwY2Y1NWJiZWIzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=i6po8dWuvCI,YouTube
"Breakfast, Lunch and Dinner",Documentary,"Food & Travel TV,Docuseries,Social & Cultural Docs,US TV Shows,Lifestyle,Travel & Adventure Documentaries,Documentaries",English,Series,8.7,"Belgium,Romania,Brazil,Iceland,United Kingdom,South Africa,Portugal,Spain,Greece,Canada,Argentina,Mexico,Turkey,Thailand,United States,Israel,Italy,France,Australia,Singapore,Netherlands,Japan,South Korea,Russia,Poland,Sweden,Hong Kong,Germany,Hungary,Lithuania,Slovakia,India,Czech Republic,Switzerland,Malaysia,Colombia",< 30 minutes,,,Clarissa Dickson Wright,,7.5,,,,,,,2019-10-23,,https://www.netflix.com/watch/81038022,https://www.imdb.com/title/tt3384076,"Chef David Chang takes his insatiable curiosity about food, culture and identity on the road, in the convivial company of fun-loving celebrity guests.",14.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdlm463rCABPXVuDWiqCE6r3Jj9Ckqv-V4W7NkEQSI6JprxP3JJw368pus2Y1gbOgm4ve6RMeehEol5WC85TMlCpBWDSzHSSc3kIeyvsZP10MAZgdbswV4hDbsQ.jpg?r=e33,,,
Benjamin,Family,"Dark Comedies,Dramas,Comedies,Late Night Comedies",English,Movie,,Canada,1-2 hour,,Robin Wolaver,"Berklee Wolaver, Benjamin Wolaver, David Dupre, Alex Wolaver",,,,,,,,30 Jan 2019,2019-10-22,,https://www.netflix.com/watch/81151357,https://www.imdb.com/title/tt9134008,All hell breaks loose when a highly unqualified group of would-be interventionists unites to fight their youngest family member’s drug addiction.,,https://occ-0-531-2705.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUbg-qx27E4zsU77BNHbQ1wJaqtKLvrR_cpv-CWKcjYs_Lz_D1cz-Cczwic-2cu5Ak55YYuq234f4IgNuzt6zQ0VyA.jpg?r=18b,,,
Jenny Slate: Stage Fright,"Comedy, Reality-TV","Comedies,Stand-Up Comedy,Documentaries,Dark Comedies,Documentary Films",English,Movie,7.4,"Turkey,Lithuania,Hungary,Slovakia,South Africa,United Kingdom,Romania,Spain,Canada,Italy,Israel,Iceland,Czech Republic,France,Australia,Netherlands,Poland,Portugal,Russia,Singapore,Sweden,Hong Kong,Greece,Germany,Belgium,Japan,South Korea,Mexico,India,Brazil,Argentina,Switzerland,Thailand,United States",1-2 hour,Gillian Robespierre,Jenny Slate,Jenny Slate,TV-MA,5.9,,,,1.0,,22 Oct 2019,2019-10-22,,https://www.netflix.com/watch/81027753,https://www.imdb.com/title/tt10971520,"Jenny Slates first stand-up special is a mix of stage time, funny stories about adulthood and conversations with family in her childhood home.",1104.0,http://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWGxxWRi9MXQD4WqPwPfspZUxZCEcYjQLRU6r_cOFWy1TqJd8b2KTzavmInDO9UsL3IcuLkBMup_D6O0e4RpCgncZEvCcxd1jdZ5O7Rcx73RnKmPmSR7dE5CfaM.jpg?r=f34,https://m.media-amazon.com/images/M/MV5BZGQ0YTYyMzUtNDZkYS00YzdhLWEzMTItOWViOGFkMGUyZTFhXkEyXkFqcGdeQXVyODcyNDIzNA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=p02P8HRtPFc,YouTube
The Oddsockeaters,"Animation, Adventure, Comedy, Family, Fantasy","Children & Family Movies,Family Sci-Fi & Fantasy,Movies Based on Books,Czech Movies",Czech,Movie,7.8,"Czech Republic,Slovakia",1-2 hour,Galina Miklínová,"Pavel Srut, Galina Miklínová","Ondrej Trojan, Krystof Hádek, David Novotný, Jan Maxián",,5.9,,,,1.0,,20 Oct 2016,2019-10-22,,https://www.netflix.com/watch/81191347,https://www.imdb.com/title/tt5176632,"Folks tend to think some socks just mysteriously vanish, but theres actually a perfectly logical (and fuzzy) explanation -- Oddsockeaters.",217.0,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcH20sLxq1MQuKSZDHNuf3YxUcFvdJE4Uo49VyAATgPsLXrjoo90fzZ1g05AFYzWCukTxDRh5CFM3PAVpcwbWdU4Xg.jpg?r=a16,https://m.media-amazon.com/images/M/MV5BZjJiZWEzNGQtY2MzZi00MjBiLWJlMTEtOGJiNTQ4Njg4MjkyXkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_SX300.jpg,,
Three Brothers,"Comedy, Family, Fantasy, Musical","Romantic Movies,Music & Musicals,Czech Movies,Musicals,Independent Movies,Romantic Independent Movies",Czech,Movie,7.7,"Czech Republic,Slovakia",1-2 hour,Jan Sverák,Zdenek Sverák,"Tomás Klus, Sabina Rojková, Vojtech Dyk, Katerina Kosová",,5.7,,,4.0,8.0,,14 Aug 2014,2019-10-22,,https://www.netflix.com/watch/81191279,https://www.imdb.com/title/tt3060244,"A trio of brothers leaves home and enters famous fairy tales. There, they face challenges, find love and perform many a musical number.",351.0,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSBLrd8BzL2ymsSNl0rD8qX7HtvP0IiShwzQBC65CgYiswl4WbS5l4MiOCvtaP56xU7PZNiGE8Rk6ozlYOfmyuCfoQ.jpg?r=423,https://m.media-amazon.com/images/M/MV5BMTQ1MDU4MjMxMV5BMl5BanBnXkFtZTgwMDM0NzE1NTE@._V1_SX300.jpg,,
Pupendo,"Comedy, Drama, Family","Dramas,Comedies,Movies Based on Books,Czech Movies",Czech,Movie,7.9,Slovakia,> 2 hrs,Jan Hrebejk,"Petr Jarchovský, Petr Sabach","Jaroslav Dusek, Jirí Pecha, Bolek Polívka, Eva Holubová",,7.2,,,4.0,6.0,,27 Mar 2003,2019-10-22,,https://www.netflix.com/watch/81190874,https://www.imdb.com/title/tt0357058,"After resigning from his academic post, a liberal artist feels the pressure to conform when a fellow student adapts to a socialist way of life.",1369.0,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZ2BAirNAE8CwCHQgmv6cRJCm46BZsiG9iTOSFmJyB_UdqosKyTpD4Qwr2IJrbyWqrG-GI7-xKrvpMZHCDhacDD0ZA.jpg?r=79f,https://m.media-amazon.com/images/M/MV5BMjIzNzI3MzcwOV5BMl5BanBnXkFtZTgwOTI0MjkwMTE@._V1_SX300.jpg,,
Cosy Dens,"Comedy, Drama","Movies Based on Books,Comedies,Dramas,Czech Movies","Czech, Russian",Movie,6.9,"Czech Republic,Slovakia",1-2 hour,Jan Hrebejk,"Petr Jarchovský, Petr Sabach","Kristýna Nováková, Michael Beran, Simona Stasová, Miroslav Donutil",,8.2,91.0,,8.0,8.0,,08 Apr 1999,2019-10-22,Total HelpArt T.H.A.,https://www.netflix.com/watch/81191327,https://www.imdb.com/title/tt0167331,"In the winter preceding the doomed Prague Spring of 1968, an aspiring apparatchik’s teenage son falls hard for an anti-communist’s daughter.",4895.0,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWnVtGP-SvtEyNIEZMF4ALWvXHSuijNLriSzbdQfzChfZcZQJ3NqG__PfAyICRxTz8JB4mpSzfkCvCqguhweL28ZLQ.jpg?r=ab9,https://m.media-amazon.com/images/M/MV5BN2FkNDUwODItYTNhNS00ZWQ1LWE3YmEtZGE4ZjIxMWMxMTI4XkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=CwQOncE8O6k,YouTube
One-Line,Drama,"Crime Thrillers,Thrillers,Korean Movies",Korean,Movie,7.9,South Korea,> 2 hrs,Kyung-Mo Yang,Kyung-Mo Yang,"Jin-ah Kang, Jin Goo, Se-ha Ahn, Woo-jin Jo",PG-13,6.0,,,,1.0,,29 Mar 2017,2019-10-21,,https://www.netflix.com/watch/80197994,https://www.imdb.com/title/tt5628332,"Under the guidance of a legendary scammer, a college student begins a career in loan brokerage but soon comes to face the repercussions of his deeds.",153.0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABarJI5-A02OF25mEoRToL9ZkVSvzAtG00aGCvKoi_T0fh4z4BV5v0kuTSXQaZNUX9xvIJiiiQWnbIV-gfc13yt52ag.jpg?r=d5e,https://m.media-amazon.com/images/M/MV5BMWI5MmU0MDAtNTdhNy00MDY4LWIzMWItODdkN2U4NmFlOTkzXkEyXkFqcGdeQXVyNjUxNDg1MzU@._V1_SX300.jpg,,
Weekends,Documentary,"Korean Movies,Music & Musicals,LGBTQ Movies,Music & Concert Documentaries,Documentaries,Social & Cultural Docs",Korean,Movie,9.0,South Korea,1-2 hour,Dong-ha Lee,Dong-ha Lee,,,8.1,,,,1.0,,22 Dec 2016,2019-10-21,,https://www.netflix.com/watch/80198045,https://www.imdb.com/title/tt5992118,"G_Voice, Koreas first gay choir, prepares for their 10th anniversary concert, all the while struggling with societys stigmas and internal discord.",16.0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbsYpnBbY2Hq-Pdm_PXRqNevarkFRX1Lz41-XnhcddFoUOF57b7cPTZuIgDiFztWLTT7hGAOq7jrR__iH74bNivV6w.jpg?r=72e,https://m.media-amazon.com/images/M/MV5BMzJmODhjZDctM2JiOC00YzNlLWIyZDctODk5MzZkODE3NzQ0XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg,,
Lead Us Not Into Temptation,"Short, Drama","Thrillers,French Movies,Steamy Romantic Movies,Romantic Movies,Psychological Thrillers",English,Movie,8.8,South Korea,1-2 hour,Joshua Demers,Joshua Demers,Benjamin Blais,,7.7,,,,,,,2019-10-21,,https://www.netflix.com/watch/80197993,https://www.imdb.com/title/tt1367388,"A young woman strikes up an affair with an older married man, but twisted secrets begin to emerge as their tale is told from different points of view.",16.0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAAAYV82mVSbUCIpFtwL5KzqHGM3DyXwlqnpJVTMLb-LIvBctAJ54vdUOPMgLhC1rwbztoVkkB2Gv2sh_pUlOUhE1Y9fw.jpg?r=151,,,
Breaking News,"Action, Crime, Drama","Chinese Movies,Action & Adventure,Crime Action & Adventure,Martial Arts Movies,Hong Kong Movies","Cantonese, Mandarin, English",Movie,5.9,South Korea,1-2 hour,Johnnie To,"Tin-Shing Yip, Hing-Ka Chan","Kelly Chen, Richie Jen, Yong You, Nick Cheung",TV-14,6.7,79.0,63.0,5.0,11.0,,10 Jun 2004,2019-10-21,Milky Way Image,https://www.netflix.com/watch/70046187,https://www.imdb.com/title/tt0414931,"Shamed by the televised escape of five bank robbers, Hong Kong police set out to catch them. But an ultracool baddie has a few tricks up his sleeve.",5087.0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTrugSUKWdR_j_VH7xIguMEXcEYkuwFmETsVr58sKwKYGNtZ1pf_Xv6QsGbk2ycVlgrKCEBNKIreoDEmyfxEeaaEGg.jpg?r=c29,https://m.media-amazon.com/images/M/MV5BMDNlOTY1ZTYtYWU1Ny00MDVmLWE5Y2EtNjk4YWVjNmE5MGViXkEyXkFqcGdeQXVyNjc1MzY5NDU@._V1_SX300.jpg,https://www.youtube.com/watch?v=KdQ2qPfL8JE,YouTube
Blossom,"Short, Drama","Dramas,Korean Movies,Independent Movies",Korean,Movie,,South Korea,1-2 hour,In-mi Han,In-mi Han,"Yong-jun Kim, Jin-seo Jung, Seo-young Lee",,,,,1.0,,,01 May 2015,2019-10-21,,https://www.netflix.com/watch/80198048,https://www.imdb.com/title/tt4703190,A radiology technician with a traumatic past finds his carefully ordered world thrown for a loop when a new nurse comes to work at his hospital.,,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAAAcDNQ-uTm6MEB2cOCObknO6IEHSKgfdkIajcY27CVUq32p7Y3FFv2Q8u7FnagX7tkY3WUI8BX-PJtMrb-Tal6OMN-A.jpg?r=ce1,,,
The Gifted,"Drama, Fantasy, Mystery, Sci-Fi","TV Dramas,TV Sci-Fi & Fantasy,TV Shows Based on Books,Teen TV Shows,Thai TV Shows,Fantasy TV Programmes",Thai,Series,9.1,Thailand,< 30 minutes,,,"Ramida Jiranorraphat, Korapat Kirdpan, Wachirawit Ruangwiwat, Apichaya Thongkham",,8.4,,,1.0,3.0,,05 Aug 2018,2019-10-20,,https://www.netflix.com/watch/81178827,https://www.imdb.com/title/tt9136312,A bottom-rung teen gets chosen for his boarding school’s elite program that singles out students with special abilities.,253.0,https://occ-0-64-58.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABWk5FetMFPTuz_6-Gd1uxL0h3bmGOTnkBA8lis3H5OYO_K61JPJjTBUr7qO0_MFkB2q2qDIGXjobOHKgkZpcQUOEDQ.jpg?r=3e3,https://m.media-amazon.com/images/M/MV5BNzNjYzEzNTUtMGMxMC00NjMxLTk5NDUtNDkxZGQ0ZWVjZTA0XkEyXkFqcGdeQXVyNTA2NjYxMjI@._V1_SX300.jpg,,
Love by Chance,Romance,"Romantic TV Shows,TV Shows Based on Books,TV Dramas,Thai TV Shows,Teen TV Shows,Teen Romance,Romantic TV Dramas",Thai,Series,8.7,Thailand,< 30 minutes,,,"Suppapong Udomkaewkanjana, Tanapon Sukhumpantanasan",,8.1,,,,,,03 Aug 2018,2019-10-20,,https://www.netflix.com/watch/81178828,https://www.imdb.com/title/tt8360326,"When a bashful scholar meets an outgoing athlete, new feelings and friendship blossom in a collegiate world filled with complex truths.",677.0,https://occ-0-64-58.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABdonzKyqvAoytJOyjj4T7MnZtFK8ynaYxe8S8EVv0ZRx5-1tdkBF5fXZ6ZK1xWnALqUQtHwS7dyOblNuRMMXJ-EKkg.jpg?r=1aa,https://m.media-amazon.com/images/M/MV5BNzYzOGFjYmQtNmZjZi00Njk5LTlkNDQtYzg0OGU4NzVkYjk5XkEyXkFqcGdeQXVyNTIxODY1NDk@._V1_SX300.jpg,,
Ursul,Comedy,"Goofy Comedies,Comedies",Romanian,Movie,8.0,"Romania,Lithuania,Poland,France,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Sweden,Netherlands,Germany,Switzerland,United Kingdom,Iceland",1-2 hour,Dan Chisu,Dan Chisu,"Claudiu Bleont, Gabriel Spahiu, Mihai Constantin, Serban Pavlu",,6.6,,,,3.0,,06 May 2011,2019-10-19,,https://www.netflix.com/watch/81149216,https://www.imdb.com/title/tt1783408,"When a traveling circus faces a financial crisis, a director hits the road to sell the company bear to hunters -- with the entertainers in hot pursuit.",586.0,https://occ-0-3467-3466.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeT5N-p1jtVVDPRvTjFGG6eURLVVX7LefmRj10VfEOV49r-7Ekoj-4IAkl1yCOnDv34KUiucJpl8YI70wj5zzb9IIw.jpg?r=44e,https://m.media-amazon.com/images/M/MV5BMjA3MjI1NTk1Nl5BMl5BanBnXkFtZTcwNzY2MzQ5NA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=mb5mku4Tg6w,YouTube
The Command,"Action, Adventure, Drama, History, Thriller","Dramas,Belgian Movies,International Thrillers,Thrillers,Movies Based on Books,Military Dramas,International Dramas","English, Russian",Movie,3.2,"Canada,United States,Czech Republic,Slovakia",1-2 hour,Thomas Vinterberg,"Robert Moore, Robert Rodat","Léa Seydoux, Matthias Schoenaerts, August Diehl, Peter Simonischek",PG-13,6.6,69.0,55.0,,,,21 Jun 2019,2019-10-19,"EuropaCorp, Saban Films, Belga Productions",https://www.netflix.com/watch/81034575,https://www.imdb.com/title/tt4951982,For the crew trapped aboard a sunken Russian submarine the deadliest threat is the bureaucracy on land. Based on a true story.,15560.0,https://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQV9rxELb6S8dbYRihvCTPzpnomXUXYCTAPYKgaaV6ZPQ7JmPrN6KsYb1EdcD3-Q4ysJ6wr8gxdUk31uzkT2-nRmQQ.jpg?r=f89,https://m.media-amazon.com/images/M/MV5BMTc4MTIxMWEtMmRhNC00NWEzLWExMWQtMmNiNjA1MDlkZjk3XkEyXkFqcGdeQXVyMTkxODQ4MDg@._V1_SX300.jpg,https://www.youtube.com/watch?v=vJAQKZ-byw4,YouTube
Madame,Comedy,"Dark Comedies,Dramas,Comedies,Independent Movies,French Movies","French, English, Chinese",Movie,6.7,India,1-2 hour,Sophie Marceau,"Guy-Pierre Bennet, Sophie Marceau, Mara Goyet, Laure Duthilleul, Ludivine Clerc","Nicolas Vaude, Pierre Richard, Bastien Ughetto, Sophie Marceau",,3.8,,,,,,07 Mar 2018,2019-10-19,,https://www.netflix.com/watch/80234450,https://www.imdb.com/title/tt6820184,"When a wealthy couple hosts a swanky dinner party, their quirky maid steps in as a last-minute guest and ends up charming her way up the social ladder.",328.0,http://occ-0-2042-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABY30DxaayXsRWS8dgsXN-mfiKV2Sp_7gGK17CV4Av9tdrj7ayT5VjydZ1D2wEekjm2USY4T6332Pd9d6HQRSvsKuaA.jpg?r=2da,https://m.media-amazon.com/images/M/MV5BMTA5MWIwZDAtN2UxZi00MmFjLTgxMWMtZGM1Nzc2YTU0ZDVlXkEyXkFqcGdeQXVyNTk1NDY1NzE@._V1_SX300.jpg,,
Eli,"Drama, Horror, Mystery, Thriller","Horror Movies,Teen Screams",English,Movie,2.6,"Spain,United Kingdom,Mexico,Portugal,Iceland,Canada,Belgium,Thailand,Greece,United States,Turkey,South Africa,Argentina,Israel,Australia,Italy,Singapore,South Korea,Japan,Russia,France,Hong Kong,Poland,Sweden,India,Netherlands,Hungary,Slovakia,Germany,Lithuania,Brazil,Romania,Czech Republic,Switzerland,Malaysia,Colombia",1-2 hour,Ciarán Foy,"David Chirchirillo, Ian Goldberg, Richard Naing","Charlie Shotwell, Lili Taylor, Max Martini, Kelly Reilly",R,5.7,48.0,,,2.0,,18 Oct 2019,2019-10-18,"Paramount Pictures, Intrepid Pictures",https://www.netflix.com/watch/80206910,https://www.imdb.com/title/tt5294518,"With his desperate parents in tow, an 11-year-old boy with a debilitating illness checks into an isolated clinic to undergo experimental therapy.",29084.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbAZO_bJQcXTu_usfnzoU45z-wBolU--xIe8SADFnuBMSg_xv0jO9VZwo5vbUvvst9IUsMlWkFuI1_P9jrshqzxvL8EBhWrLLGejzKvMlzq2B3_qmF8HHrxi9fk.jpg?r=606,https://m.media-amazon.com/images/M/MV5BNjVjNzAxYzEtOTNiNy00ZGM3LWI0NDktMTUzMzU5MzY5Y2FmXkEyXkFqcGdeQXVyNjIyMDI2MDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=qfSTiAw1rkM,YouTube
Toon,Animation,"Sitcoms,TV Comedies",English,Series,,"Slovakia,Iceland,Brazil,Mexico,Turkey,Italy,Spain,United Kingdom,Portugal,Canada,Belgium,Greece,Thailand,United States,Argentina,South Africa,Israel,France,South Korea,Australia,Japan,Poland,Netherlands,Hong Kong,Sweden,Russia,Singapore,Germany,Hungary,India,Lithuania,Romania,Czech Republic,Switzerland,Malaysia,Colombia",< 30 minutes,,,,,,,,,,,22 Apr 2017,2019-10-18,,https://www.netflix.com/watch/81064730,https://www.imdb.com/title/tt7245978,"Reclusive, socially awkward jingle composer Toon must navigate the nightmarish world of show biz after a viral video skyrockets him to fame.",,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSY6YsfOP3xu800hXWI1Xh66Eb3niO4unEAmDoRlsNpDghI2smYKAYLFs67biKF836BrcNSqpFWztTqJ5UWb1KHEVYkOm03db8eQqYTx6eNnB0rPZmDgLOd846U.jpg?r=e09,,,
